Text,Subjective,Ambiguous,Nonverifiable,Negative,Vague
"The system shall make whitepapers available from the product page. This will allow customers to answer product questions themselves, reducing customer support costs by $x annually.",-,-,support*,-,-
The system shall be completely operational at least x% of the time.,-,-,-,-,least*
Down time after a failure shall not exceed x hours.,-,-,-,not*,-
A user who already knows what product he is interested in should be able to locate and view that page in x seconds.,-,-,-,-,-
The number of web pages navigated to access product information from the top page should not exceed x.,-,-,-,not*,-
The system should be able to support x simultaneous users.,-,-,support*,-,-
The mean time to view a web page over a 56Kbps modem connection shall not exceed x seconds.,-,-,-,not*,-
The mean time to download and view and whitepaper in PDF format for a 56Kbps modem shall not exceed x seconds.,-,-,-,not*,-
"The system shall provide password protected access to web pages that are to be viewed only by employees.
",-,-,-,-,-
The system should be able to accommodate new products and product lines without major reengineering.,-,-,-,without*,-
"The system web site shall be viewable from Internet Explorer 4.0 or later, Netscape Navigator/Communicator 3.0 or later and the America Online web browser version 3.0 or later.",-,-,-,-,-
This help page should be accessible from all other pages.,-,-,-,-,all*
A language translation tool from English to French and English to German will be needed.,-,-,-,-,-
A web site search engine will be needed.,-,-,-,-,-
providing customers and sales agents fast access to up-to-date and accurate product information and whitepapers.,fast*,-,-,-,-
User should be able to mail any report to management.,-,-,-,-,any*
 System Initialization shall [SRS014] initiate the watchdog timer.,-,-,-,-,-
"4. System Initialization shall [SRS292] enable and reset the processor’s watchdog timer such that, in the absence of a fault, the watchdog timer does not expire and reset the processor..",-,-,-,not*,-
" System Initialization shall [SRS010] configure the FCP virtual group to use all available synchronized processors, if at least 3 of the 5 FCRs are active.",-,-,-,-,all*least*
" If any of the FCP processors are not synchronized, System Initialization in the surviving triplex shall [SRS177] attempt to sync with the failed FCP.",-,-,-,not*,any*
System Initialization shall [SRS011] align processor state and congruent aligned memory locations.  Processor state includes all registers.  It also includes those timers used by FTSS.,-,-,-,-,all*
The FCP shall [SRS296] configure ICP simplex virtual groups for each channel in the FCP virtual group.,-,-,-,-,each*
"System Initialization shall [SRS215] call an application initialization function to allow the application to (at least) create tasks, create communication sockets, initialize the vehicle mode, and initialize memory alignment allowance.",-,-,-,-,least*
"The FCP shall [SRS221], after application initialization is complete, send an FCP Ready Sync message to the ICP",-,-,-,-,-
"The FCP shall [SRS243], if the NEFU ICP fails to send its ICP Ready signal, mask out that ICP, but continue to use the NE.",-,-,-,-,-
"System Initialization shall [SRS199], when all other activities are completed, start the 50 Hz timer and enable the timer interrupt.  This will allow the interrupt handler to initiate normal activities.",normal*,-,-,-,all*
The scheduler shall [SRS017] provide an API call to install a task into a rate group. The API call is invoked during system initialization.,-,-,-,-,-
The scheduler shall [SRS196] support up to 20 tasks per rate group.,-,-,support*,-,-
The scheduler shall [SRS197] support up to 3 rate groups per vehicle mode.,-,-,support*,-,-
The scheduler shall [SRS195] support up to 5 vehicle modes.,-,-,support*,-,-
The FTSS software shall [SRS002] provide the identical services in all vehicle modes.,-,-,-,-,all*
"The scheduler shall [SRS028] detect 50 Hz, 10 Hz and 1 Hz rate group over-runs.",-,-,-,-,-
The scheduler shall [SRS029] report rate group over-runs to the application via an API service for incorporation in the telemetry data stream.,-,-,-,-,-
The scheduler shall [SRS216] provide an API call to specify which task was running within the rate group which over-ran.,-,-,-,-,-
The scheduler shall [SRS030] provide a mechanism to inform a task when it did not complete during the previous frame and restart it at the beginning of the task.,-,-,-,not*,-
The scheduler shall [SRS191] issue the 50 Hz interrupt to all the ICPs with a skew no greater than 330 microseconds.,-,-,-,-,all*
The scheduler shall [SRS198] execute all the tasks in each of the rate groups that have been installed in the current mode.,-,-,-,-,all*each*
The scheduler shall [SRS039] rely on the order used in adding tasks to a rate group to determine the task priorities.,-,-,-,-,-
"For software exceptions occurring within the FTSS, the FTSS shall [SRS277] make the error type and its context data available to the application, then restart the offending task at its beginning.",-,-,-,-,-
"Communication services shall [SRS049] provide the capability to ""broadcast"" messages to all virtual groups.",-,-,-,-,all*
Communication services shall [SRS052] route messages to the proper virtual group(s) and socket.,-,-,-,-,-
Communication services shall [SRS053] deliver messages in the same order at each member of a virtual group.,-,-,-,-,each*
FTSS shall [SRS255] mask out a babbling NE or ICP within 40 milliseconds after it is detected.,-,-,-,-,-
"  Communication services shall [SRS069] provide the capability to create ""pipe""s which ""broadcast"" their messages to all virtual groups.",-,-,-,-,all*
"1.       If the broadcast option is used, each virtual group should open the pipe and read from it to avoid flow control problems.",-,-,-,-,each*
"The FTSS shall [SRS260] configure each FCP to perform IBIT Minimum Processing Environment (MPE) Tests, Power-up Tests, and Initial BIT on each FCP, as shown inTable 3.2-2. .",-,-,-,-,each*each*
The FTSS shall [SRS261] configure each FCP to halt processing if any of the MPE tests fail.,-,-,-,-,each*any*
The FTSS shall [SRS262] configure each FCP to continue processing if any of the Power-up or Initial BIT tests fail.,-,-,-,-,each*any*
"  The FTSS shall [SRS287] configure each ICP to perform IBIT Minimum Processing Environment (MPE) Tests, Power-up Tests, and Initial BIT on each ICP, as shown inTable 3.2-3.",-,-,-,-,each*each*
The FTSS shall [SRS288] configure each ICP to halt processing if any of the MPE tests fail.,-,-,-,-,each*any*
The FTSS shall [SRS289] configure each ICP to continue processing if any of the Power-up or Initial BIT tests fail.,-,-,-,-,each*any*
1.     The FTSS shall [SRS267] configure each MPCC to perform MPE Tests as shown in Table 3.2-5.  ,-,-,-,-,each*
"  Each MPCC is configured to halt processing if any of the MPE tests, listed in Table 3.2-5, fails.",-,-,-,-,any*
"Continuous BIT, in conjunction with Redundancy Management and Scheduler operations running in the 50 Hz rategroup after the application tasks, shall [SRS091] take less than 2 milliseconds under nominal no-fault conditions.",-,-,-,-,less*
"Continuous BIT, in conjunction with Redundancy Management and Scheduler operations running in the 50 Hz rategroup after the application tasks, shall [SRS183] take less than 3 milliseconds while processing faults.",-,-,-,-,less*
Continuous BIT shall [SRS093] execute on the FCP virtual group.,-,-,-,-,-
Continuous BIT shall [SRS095] exercise the presence test at 50 Hz to ensure that all processors in the FCP virtual group are synchronized.,-,-,-,-,all*
"The presence test shall [SRS184] also ascertain that all processors are executing the same 50 Hz, 10 Hz and 1 Hz frames.",-,-,-,-,all*
Continuous BIT shall [SRS097] detect a failed ICP processor by detecting the absence of a periodic message for 2 consecutive minor cycles.,-,-,-,-,-
Continuous BIT shall [SRS098] report all diagnosed failures and recovery actions to the application for incorporation in the telemetry stream.,-,-,-,-,all*
"Redundancy Management shall [SRS201] be able to accommodate power up of all 5 channels and maintain all 5 NEs active, assuming no failures.",-,-,-,-,all*all*
RAM scrub shall [SRS043] actively trigger the EDAC function by cyclically reading (and writing back if an error is found) all used RAM.,-,-,-,-,all*
"RAM scrub shall [SRS044] report detected errors to the application, congruently on all channels, via an API service for inclusion in the telemetry stream.",-,-,-,-,all*
"RAM scrub shall [SRS187] be capable of scrubbing at least 10 megabytes every 8 minutes, given at least 1% of the CPU is available for this processing.",-,-,-,-,least*least*
RAM scrub shall [SRS275] not scrub the area used for telemetry data.,-,-,-,not*,-
Redundancy Management shall [SRS101] define an initial mapping of physical hardware to virtual group identifiers consisting of 1 quadruplex FCP virtual group and 5 ICP simplexes.,-,-,-,-,-
"If an FCR is diagnosed as faulty during Startup, Redundancy Management shall [SRS102] exclude the FCP in the faulty channel from the initial FCP virtual group configuration.",-,-,-,-,-
Redundancy Management shall [SRS109] degrade the FCP virtual group within 3 minor frames of fault detection and isolation,-,-,-,-,-
"Redundancy Management shall [SRS204] issue a voted reset to the failed channel, if alignment is permitted. (Note that NEFU recovery does not depend on whether alignment is permitted.)",-,-,-,not*,-
"Redundancy Management shall [SRS129] initiate transient NE recovery to restore Byzantine-resilient communications, if alignment is permitted. (Note that NEFU recovery does not depend on whether alignment is permitted.)",-,-,-,not*,-
Redundancy Management shall [SRS110] reintegrate a failed FCP processor with the FCP virtual group when alignment is permitted and when the processor failure is not permanent.,-,-,-,not*,-
The application software shall [SRS285] have the capability to reset a permanently failed channel to its initial recovery state.,-,-,-,-,-
"Redundancy Management shall [SRS117] reintegrate a processor that is temporarily disabled during a time when alignment was not permitted, when alignment is subsequently permitted.  Redundancy Management picks up",-,-,-,not*,-
Redundancy Management shall [SRS125] perform memory alignment on a major frame boundary upon successful synchronization of all members of the FCP virtual group.,-,-,-,-,all*
"During alignment, Redundancy Management shall [SRS126] update MET (and, by extension, SEP",-,-,-,-,-
"1.     Redundancy Management shall [SRS214], if alignment is permitted, incorporate a new channel within 1.5 minutes after power is applied to the channel.",-,-,-,-,-
"2.     The FTSS API shall [SRS217] specify a memory map that provides the boundaries for congruent aligned memory, congruent initialized memory, and non-congruent memory.",-,-,-,-,-
Memory alignment shall [SRS045] align processor state and congruent aligned memory locations.  Processor state includes all registers.  It also includes those timers used by FTSS.,-,-,-,-,all*
Memory alignment shall [SRS203] take no more than 1 second per Megabyte of data to be realigned.,-,-,-,-,-
The FCP watchdog timer shall [SRS293] remain active during memory re-alignment.,-,-,-,-,-
"Memory alignment shall [SRS294] reset the watchdog timer such that, in the absence of a fault, the timer never expires and resets the processor.",-,-,-,never*,-
The Mission Elapsed Time shall [SRS218] have a drift rate of at worst 50 PPM.,-,-,-,-,-
The Mission Elapsed Time shall [SRS144] not rollover for 30 days.,-,-,-,not*,-
The Separation Elapsed Time shall [SRS145] not rollover for 1 day.,-,-,-,not*,-
The Mission Elapsed Time shall [SRS165] be initialized to zero at the first 50 Hz frame.,-,-,-,-,-
"Time Services shall [SRS246] provide a utility timer to the application.  Note that this timer is not voted, and must be assigned to a variable defined using non-congruent memory.",-,-,-,not*,-
The utility timer shall [SRS256] have a resolution equal to or better than 60.6 nanoseconds.,-,-,-,-,-
The utility timer shall [SRS248] shall be set to zero prior to the first application task running in the first minor frame of each major frame.,-,-,-,-,each*
"In all error cases, Support Services shall [SRS222] attempt to choose an error-free FCC-MPCC path, switching back and forth between channels if necessary.",-,-,-,-,all*
Support Services shall [SRS286] provide an API call which allows the application to specify which MPCC channels in a C&T FCR should be used for telemetry and/or command reception.,-,-,-,-,-
The telemetry capability shall [SRS300] provide status data to FTSS FDI about each FCC-MPCC RS-422 link to the CTC.,-,-,-,-,each*
The Command Read capability shall [SRS152] check for the presence of a command and status message from each CTC on each FCC-MPCC at 10hz.,-,-,-,-,each*each*
The Command Read capability on each FCP shall [SRS153] read the command data received from each CTC via the FCC-MPCC.,-,-,-,-,each*each*
FTSS shall [SRS304] provide status data to the application about each FCC-MPCC RS-422 link to the CTC used for command data.,-,-,-,-,each*
Support Services shall [SRS156] provide an API call to provide the current command data.,-,-,-,-,-
The FTSS shall [SRS158] execute on the Radstone Power PC 604R.,-,-,-,-,-
"In addition, the FTSS software shall [SRS280] provide up to 600 bits of start-up data that indicates the state of the FTPP system during start-up.",-,-,-,-,-
The FTSS software shall [SRS159] be written in the C programming language.,-,-,-,-,-
"Of the 9 Megabytes of DRAM allocation, only 4 Megabytes of FTSS/VxWork’s DRAM shall [SRS259] be re-aligned during any re-alignment attempts.",-,-,-,-,any*
"FTSS shall [SRS253] be compiled, linked and downloaded using Tornado 2 for the NT environment prior to delivery, for all engineering and formal releases.",-,-,-,-,all*
FTSS shall [SRS303] provide an API call to allow the ICP application to determine on which channel it resides.,-,-,-,-,-
"FTSS shall [SRS226] provide ""immediate"" message passing services in the form of ""pipes"". ""Pipes"" provide fast data throughput between virtual groups or within a virtual group when minimal data latency is necessary.",fast*,minimal*,-,-,-
"a)               notification of invalid or out of range application specified parameters on all operations,",-,-,-,-,all*
"d)               connection/transmission error,",-,-,-,-,-
"FTSS shall [SRS230] only allow a single task residing on each specified virtual group to ""open"" the respective end of the pipe.",-,-,-,-,each*
The presence or absence of an NEFU ICP shall [SRS220] not impact the FTSS software (i.e. the FTSS ICP load will not be different).,-,-,-,not*not*,-
FTSS deliveries shall [SRS252] be made using CD ROM media.,-,-,-,-,-
Each FTPP shall  (3.1.1) consist of five (5) NEs (one for each FCC and one for the NEFU) and FTSS software.,-,-,-,-,one*each*one*
The FTPP system shall not (3.1.5) solely exceed these timing requirement budgets.,-,-,-,not*,-
"In the presence of a maximum 2.5 second power-on skew, the FTPP system shall (3.1.6) be capable of completing FCC system power-up and initialization without synchronization errors.",-,-,maximum*,without*,-
"Following power being applied to all five chassis, the FTPP system shall (3.1.7) become operational in at most 1.5 minutes.",-,-,-,-,all*
The FTPP shall (3.1.26) detect a babbling NE or ICP within 20 milliseconds of the receipt of the first erroneous packet.,-,-,-,-,-
"From the time that the NE failure has been identified, and the NE is recoverable, to the time the NE is recovered shall (3.1.11) be no more than 1.5 minutes.",-,-,-,-,-
"The failed channel, provided it is recoverable, shall (3.1.15) be recovered in less than 1.5 minutes.",-,-,-,-,less*
"The FTPP system shall (3.1.17) be two fault tolerant for any two non-simultaneous hardware faults through out all phases of the X-38 mission (i.e., from power on to power off, without degradation).",-,-,-,without*,any*all*
The FTPP system shall (3.1.18) be capable of powering up and operating with any combination of 3 of the 5 FCR's active.,-,-,-,-,any*
"The FTPP system shall (3.1.19) be able to accommodate power up of all 5 channels and maintain all 5 NEs active, assuming no failures.",-,-,-,-,all*all*
The FTPP system shall (3.1.20) incorporate additional channels in the active set as they are powered-on by the application software.,-,-,-,-,-
"After the initial power-up of only two FCRs and the NEFU, the FTPP system shall (3.1.25) be able to incorporate two more FCRs, upon their simultaneous or separate power-up.",-,-,-,-,-
All healthy FCRs shall (3.1.22) be incorporated as they become available.,-,-,-,-,-
"When memory realignment is not permitted, the FTPP system shall (3.1.24) maintain, at a minimum, 3 channels of I/O or 2 channels of I/O and the NEFU.",-,-,minimum*,not*,-
The FCC hardware shall (3.2.1.1) use 3-digit binary numbers as outlined above for both addresses.,-,-,-,-,-
The NE shall (3.2.2.2.1) keep track of the grouping of physical processors into virtual groups. This mapping is contained in the Configuration Table (CT).,-,-,-,-,-
It shall (3.2.2.2.3) be possible to modify the CT whenever any of this information is changed by using a CT update primitive in a synchronous and atomic manner.,-,-,-,-,any*
"The ISYNC procedure shall (3.2.2.3.4) terminate when all 5 NEs are synchronized, four NEs are synchronized (when only four NEs are powered), or after the time-out period.",-,-,-,-,all*
The maximum time-out value shall (3.2.2.3.7) be 327.68 microseconds (256 counts of the least significant bit of the fault tolerant clock which is 1.28 microseconds).,-,significant*bit*,maximum*,-,least*
It shall (3.2.2.4.2) stay in TNR mode indefinitely until a successful TNR exchange is observed.,-,-,-,-,-
"The operational NEs shall (3.2.2.4.3) enter a ""working group"" TNR routine when the FCPs request to send a TNR packet.",-,-,-,-,-
"If no new NE is observed, the functioning NEs shall (3.2.2.4.6) return to the operational mode within 500 microseconds.",-,-,-,-,-
"If there is a new NE, the state of the reintegrated NE shall (3.2.2.4.13) be made congruent with the state of the operational NEs as follows.",-,-,-,-,-
Time-outs in the scoreboard shall (3.2.2.4.8) be aligned by resetting all time-outs.,-,-,-,-,all*
"There shall (3.2.2.5.1) be built-in support on the NE for voted resets, including a special packet type for executing the primitive.",-,-,support*,-,-
The NE syndromes shall (3.2.2.6.2) be located in the second longword of the input information block buffer cell.,-,-,-,-,-
"The NE syndromes shall (3.2.2.6.3) include indications of vote errors, fault-tolerant clock synchronization errors, and fiber-optic link errors, as detailed below.",-,-,-,-,-
Each syndrome shall (3.2.2.6.4) represent an occurrence of the indicated error at some time between delivery of the previous packet and delivery of the current packet.,-,-,-,-,some*
The scoreboard syndromes shall (3.2.2.6.5) be located in the third longword of the input information block buffer cell.,-,-,-,-,-
"When a majority, but not a unanimity, of FCP members are observed with packets in their output buffers, a time-out shall (3.2.2.6.7) be initiated.",-,-,-,not*,-
"When a majority, but not a unanimity, of FCP members are observed with room in their input buffers, a time-out shall (3.2.2.6.15) be initiated.",-,-,-,not*,-
The NE shall (3.2.2.7.1) place a timestamp in the input information block of each packet successfully delivered to an FCP or ICP.,-,-,-,-,each*
The timestamps shall (3.2.2.7.2) be congruent across all members of the destination FCP.,-,-,-,-,all*
The timestamps shall (3.2.2.7.3) also be congruent across all active processors in the case of a broadcast.,-,-,-,-,all*
"When the timestamp counter reaches the maximum value (Hex FFFFFFFF or approximately 5500 seconds), it shall (3.2.2.7.6) wrap around to zero.",-,-,maximum*,-,-
The timestamp counter shall (3.2.2.7.7) be initialized to zero during ISYNC.,-,-,-,-,-
"The counter shall (3.2.2.7.8) increase monotonically after that, except during TNR.",-,-,-,-,-
The NE shall (3.2.2.8.1) implement in microcode support commands to aid in debugging new NEs and for performing stand-alone diagnostics and self-tests.,-,-,support*,-,-
It shall (3.2.3.1.2.2) be able to be installed in an Air Transportable Rack (ATR) Chassis with .8 pitch spacing card slots.,-,-,-,-,-
Backplane connector form factors shall (3.2.3.1.2.5) be in accordance with the VME64 with extensions (5 row P1 and P2) draft standard.,-,-,-,-,-
Connector P2 shall (3.2.3.1.2.6) have all pins in row z connected to ground;Row d pins 1 through 31 connected to ground and row d pin 32 connected to +5 VDC.,-,-,-,-,all*
The inter-NE communications shall (3.2.3.1.2.9) be through fiber.,-,-,-,-,-
Test points shall (3.2.3.1.2.10) be made available at the P2 connector for examining the operational status of the NE.,-,-,-,-,-
Each flight NE shall (3.2.3.1.2.11) dissipate no more than 35 Watts.,-,-,-,-,-
The flight NE shall (3.2.3.1.3.1) be capable of meeting all performance requirements specified herein during and after exposure to the environmental service conditions specified herein. ,-,-,-,-,all*
"The flight NE  shall (3.2.3.1.3.2)  be designed and constructed so that no part of any component shifts in setting, position, or adjustment.",-,-,-,-,any*
No degradation shall (3.2.3.1.3.3) be caused in the performance that is specified in Subsections 3.2.3.1.3.1 through 3.2.3.1.3.11,-,-,-,-,-
"The flight NE shall (3.2.3.1.3.1.1)  meet the following temperature requirement while operating, 32 F to 149 F (0 C to 65 C) at the card edge.",-,-,-,-,-
The flight NE shall (3.2.3.1.3.2.1) be capable of complying with all of the performance specified herein while not operating during all specified levels.,-,-,-,not*,all*all*
The flight NE shall (3.2.3.1.3.2.1.3) be non operating during the application of this vibration in all axes.,-,-,-,-,all*
All radiation test results shall (3.2.3.1.3.3.7) be characterized and documented.,-,-,-,-,-
"The flight NE shall (3.2.3.1.3.5.1) be designed to comply with all of the performance requirements specified herein while withstanding the effects of up to 90% relative humidity, non condensing while operating.",-,-,-,-,all*
The flight NE shall (3.2.3.1.3.6.1) be designed to be capable of complying with all the performance requirements specified herein while non-operating in an atmosphere of 8 to 18 Psia.,-,-,-,-,all*
The flight NE shall (3.2.3.1.3.8.1) be designed to be electromagnetically compatible with the Radstone Power PC 604R ,-,-,-,-,-
"The useful operating service life shall (3.2.3.1.3.10.2.1) be a minimum of 30,000 hours. ",-,-,minimum*,-,-
"For acceptance testing, the flight NE shall (3.2.3.1.3.12.1.3) meet the following temperature requirement while operating, 32 F to 132 F (0 C to 55.6 C) at the card edge.",-,-,-,-,-
The NE shall (3.2.3.2.2) support at least two physical processors per FCR. ,-,-,support*,-,least*
The NE shall (3.2.3.2.3) support at least 6 virtual groups. ,-,-,support*,-,least*
The NE shall (3.2.3.2.5) support class 1 and class 2 bandwidth of at least 1 Mbyte/sec.,-,-,support*,-,least*
"The skew between NEs, measured at delivery of messages to dual-port RAM accessible by the processors via the VME bus, shall (3.2.3.2.6) be no more than 100 nsecs.",-,-,-,-,-
The NEs shall (3.2.3.2.7) be able to achieve phase-locked synchronization of the fault-tolerant clocks in less than 5 milliseconds from the time the last FCC powered up and exited the reset state,-,-,-,-,less*
"The presence, or absence of, an NEFU ICP shall (3.2.5.2) not impact the NE firmware (i.e., the NE firmware will not be different).",-,-,-,not*not*,-
Fault Tolerant System Services (FTSS) software shall (3.3.1.1) use VxWorks Version 5.4 as the Operating System.,-,-,-,-,-
"The software shall (3.3.1.2) be written in the C programming language, with the exception of the system loader software which may be written in scripts, and operate on a PowerPC 604R.",-,may*,-,-,-
"Of the 9 Megabytes of DRAM allocation, only 4 Megabytes of FTSS/VxWork’s DRAM shall (3.3.1.5) be re-aligned during any re-alignment attempts.",-,-,-,-,any*
"Upon CPU reset caused by power on, watchdog timer or by other means, Start Up shall (3.3.2.1) execute the initial BIT (IBIT).",-,-,-,-,-
"On each FCP, the FTPP system shall (3.3.2.26) configure the Radstone firmware to perform the IBIT tests shown in Table 3.3.2.1, FCP IBIT Table.",-,-,-,-,each*
"The FTPP system shall (3.3.2.27) configure the Radstone processor to halt processing if any of the MPE tests, mentioned in Table 3.3.2.1, FCP IBIT Table, fail.",-,-,-,-,any*
"The FTPP system shall (3.3.2.28) configure the Radstone processor to continue processing if any of the Power-up tests or Initial BIT tests mentioned in Table 3.3.2.1, FCP IBIT Table, fail.",-,-,-,-,any*
"In all FCP IBIT cases, provided the hardware state permits, the FTSS shall (3.3.2.29) log the error and report it in the X-38 telemetry stream.",-,-,-,-,all*
"On each ICP, the FTPP system shall (3.3.2.30) configure the Radstone firmware to perform the IBIT tests shown in Table 3.3.2.2, ICP IBIT Table. ",-,-,-,-,each*
"The FTPP system shall (3.3.2.31) configure the Radstone processor to halt processing if any of the MPE tests, mentioned in Table 3.3.2.2, ICP IBIT Table, fail.",-,-,-,-,any*
"The FTPP system shall (3.3.2.32) configure the Radstone processor to continue processing if any of the Power-up tests or Initial BIT tests mentioned in Table 3.3.2.2, ICP IBIT Table, fail.",-,-,-,-,any*
"In all ICP IBIT cases, provided the hardware state permits, the FTSS shall (3.3.2.33) log the error and report it in the X-38 telemetry stream.",-,-,-,-,all*
"On each ICP/PMC1553, the FTPP system shall (3.3.2.34) configure the Radstone firmware to perform the IBIT tests shown in Table 3.3.2.3, ICP/PMC1553 IBIT Table. ",-,-,-,-,each*
"The FTPP system shall (3.3.2.35) configure the Radstone ICP/PMC1553 card to halt processing if any of the MPE tests, mentioned in Table 3.3.2.3, ICP/PMC1553 IBIT Table, fail.",-,-,-,-,any*
"The FTPP system shall (3.3.2.36) configure the Radstone ICP/PMC1553 card processor to continue processing if any of the Power-up tests or Initial BIT tests mentioned in Table 3.3.2.3, ICP/PMC1553 IBIT Table, fail.",-,-,-,-,any*
"The FTPP system shall (3.3.2.36) configure the Radstone ICP/PMC1553 card to continue processing if any of the  Initial BIT tests mentioned in Table 3.3.2.3, ICP/PMC1553 IBIT Table, fail.",-,-,-,-,any*
"In all ICP/PMC1553 IBIT cases, provided the hardware state permits, the FTSS shall (3.3.2.37) log the error and report it in the X-38 telemetry stream.",-,-,-,-,all*
"On each MPCC, the FTPP system shall (3.3.2.38) configure the Radstone firmware to perform the IBIT tests shown in Table 3.3.2.4, MPCC IBIT Table.",-,-,-,-,each*
"In all MPCC IBIT cases, provided the hardware state permits, the FTSS shall (3.3.2.40) log the error and report it in the X-38 telemetry stream.",-,-,-,-,all*
"However, the FTSS SW shall (3.3.2.42) notify the application software if the 5th ICP’s heartbeat ceases to exist.",-,-,-,-,-
Start Up shall (3.3.2.13) make their state congruent.,-,-,-,-,-
"The FCP state shall (3.3.2.14) include all volatile memory, read/write memory, registers, timers, and counters, except that part of the memory exclusively set aside for channel-unique information.",-,-,-,-,all*
It shall (3.3.2.17) support normal synchronization following power on or reset,normal*,-,support*,-,-
It shall (3.3.2.17) support normal synchronization following power on or reset.,normal*,-,support*,-,-
Start Up shall (3.3.2.18) be able to synchronize all operational FCPs in the presence of this skew in the power on sequence.,-,-,-,-,all*
Start Up shall (3.3.2.19) test to ensure that all four FCPs are synchronized.,-,-,-,-,all*
The Scheduler shall (3.3.4.1) support three rate groups:,-,-,support*,-,-
"The Scheduler shall (3.3.4.1) support three rate groups: 50 Hz (minor frame), 10 Hz (medium frame), and 1 Hz (major frame).",-,-,support*,-,-
The FTSS software shall (3.3.4.19) provide an API call which provides the application program the minor frame number.,-,-,-,-,-
The Scheduler shall (3.3.4.5) place processing time bounds on all rate groups to ensure that no rate group monopolizes the FCC's processor.,-,-,-,-,all*
Tasks within a rate group shall (3.3.4.7) be executed in the order in which the mission manager registers the tasks.,-,-,-,-,-
The Scheduler shall (3.3.4.13) attempt recovery from a frame overrun according to the following policy:,-,-,-,-,-
"if the scheduler determines that a task did not finish within its specified rate boundary, the scheduler shall (3.3.4.14) signal that a task overrun occurred.",-,-,-,not*,-
"The Scheduler in the FTPP shall (3.3.4.16) keep all redundant copies of a process, which are executing in different computers, in synchronization.",-,-,-,-,all*
"The scope of FDIR shall (3.3.5.1) be limited to the hardware on the four FCP boards, the four MPCC/CTC boards, the five ICPs, and the five NEs.",-,-,-,-,-
"FDIR shall (3.3.5.2) receive this information and, after two consecutive missed “heartbeats,” conclude that the ICP is failed.",-,-,-,-,-
FDIR shall (3.3.5.3) report the total FCC status to the Vehicle/Mission Manager when requested to do so by the Vehicle/Mission Manager.,-,-,-,-,-
The FDIR shall (3.3.5.4) execute CBIT during all operational phases.,-,-,-,-,all*
"The CBIT shall (3.3.5.5) be executed at a 50 Hz rate, after all 50 Hz flight critical operations are complete.",-,-,-,-,all*
"The presence test shall (3.3.5.7) also ascertain that all processors are executing the same 50 Hz, 10 Hz, and 1 Hz frames.",-,-,-,-,all*
The CBIT shall (3.3.5.8) also arm and reset the hardware watchdog timer.,-,-,-,-,-
The CBIT shall (3.3.5.10) be executed without interfering with the normal execution of the application tasks.,normal*,-,-,without*,-
The FDIR shall (3.3.5.11) not take more than 2 msec per minor frame under nominal no-fault conditions.,-,-,-,not*,-
The FDIR shall (3.3.5.12) not take more than 3 msec per minor frame while processing faults.,-,-,-,not*,-
The FDIR shall (3.3.5.13) be able to discriminate between permanent and non-permanent faults.,-,-,-,-,-
"The FDIR shall (3.3.5.16) be able to identify a fault source, at least to an FCR.",-,-,-,-,least*
The FDIR shall (3.3.5.17) place all fault and recovery information in shared memory for inclusion in the frames that will be telemetred and recorded by the CTC.,-,-,-,-,all*
"For the first permanent FCP failure, FDIR  shall (3.3.5.30) degrade the redundancy level of the FCP from 4 to 3.",-,-,-,-,-
"Additionally, FDIR shall (3.3.5.20) reinitialize and integrate an FCP if permitted by the Vehicle/Mission Manager.",-,-,-,-,-
FTSS shall (3.3.5.35) notify the applications that memory re-alignment and re-integration of an FCP is going to occur in 1 second.   ,-,-,-,-,-
"Intentional powering down of an FCP, ICP, or NE shall (3.3.5.32) not be classified as a fault.  ",-,-,-,not*,-
"The FTPP system shall (3.3.5.29) perform the ""FTPP Failure Response/Recovery Mechanisms""as listed in the following matrix and notes of interest.",-,-,-,-,-
A transmit packet queue and a receive packet queue shall (3.3.6.7) be maintained for each task or Communication ID (CID).,-,-,-,-,each*
Message passing communications primitives shall (3.3.6.9) be provided for task-to-task communication as well as for broadcast to all processors.,-,-,-,-,all*
Broadcast primitives shall (3.3.6.10) not be available on ICPs.,-,-,-,not*,-
"For the highest rate group tasks (i.e., tasks that can not be preempted), Immediate Message Services shall (3.3.6.11) also be provided.",-,-,-,not*,-
"Any makefiles or other automated scripts that support the build, down-load, and flash programming processes shall (3.3.7.2) be delivered with the software to NASA.",-,-,support*,-,-
"For each mission mode, the congruent and non-congruent memory boundaries shall (3.3.8.1) be known and fixed.",-,-,-,-,each*
"The Memory Management software shall (3.3.8.2) periodically ""scrub"" volatile and read/write memory in the FCP.",-,-,-,-,-
It shall (3.3.8.3) not be necessary to scrub memory that is not used by the flight software.,-,-,-,not*not*,-
It shall (3.3.8.16) not be necessary to scrub that area used to store telemetry data.,-,-,-,not*,-
Memory scrubbing shall (3.3.8.5) be executed without interfering with normal execution of applications tasks.,normal*,-,-,without*,-
"Even though memory scrubbing is performed locally and the errors would not be congruent, the recording of errors shall (3.3.8.10) be congruent.",-,-,-,not*,-
Memory Management software shall (3.3.8.14) include (but not be limited to) memory scrubbing and memory realignment.,-,-,-,not*,-
Memory shall (3.3.9.1) be categorized into congruent (identical data) and non-congruent (data that is not identical) memory.,-,-,-,not*,-
Time Management shall (3.3.10.4) provide MET.,-,-,-,-,-
The MET shall (3.3.10.6) measure real-time from this event with an accuracy of at most 50 Parts Per Million (PPM).,-,-,-,-,-
